EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Valentine,3.7,Control,1661.117285,BR-005
Christmas,1,Control,397.4542251,BR-005
Normal,1,Control,-1975.793861,BR-005
Christmas,2.2,Variation1,18.65318924,BR-005
BlackFriday,4.8,Control,1642.857933,BR-005
Christmas,1.3,Variation1,1137.583954,BR-005
Christmas,1.3,Variation2,804.4263836,BR-005
Normal,1,Control,906.2113179,BR-005
Normal,1,Variation1,1217.398424,BR-005
Valentine,4.9,Control,1096.129609,BR-005
BlackFriday,3.5,Control,1540.84561,BR-005
BlackFriday,3.1,Control,142.3573558,BR-005
Christmas,3.8,Control,880.8658326,BR-005
Normal,1,Control,-1501.512389,BR-005
Christmas,4.9,Variation2,1232.033693,BR-005
Christmas,2.2,Control,1459.993319,BR-005
BlackFriday,3.2,Control,1285.137997,BR-005
BlackFriday,3,Variation1,1337.622777,BR-005
Valentine,4,Control,2366.716684,BR-005
BlackFriday,2.8,Control,2263.408635,BR-005
Normal,1,Control,585.4928311,BR-005
BlackFriday,3,Variation1,416.7419979,BR-005
BlackFriday,2.5,Control,436.9026096,BR-005
Valentine,1.2,Control,389.1437898,BR-005
BlackFriday,4,Variation2,1704.81008,BR-005
BlackFriday,3.7,Control,1885.961684,BR-005
Christmas,1.1,Control,-1011.538031,BR-005
Christmas,4,Variation2,1301.488464,BR-005
Christmas,2.8,Variation2,1502.803883,BR-005
Valentine,1.4,Control,1573.448691,BR-005
BlackFriday,3.7,Control,1489.988903,BR-005
Valentine,2,Variation1,335.108821,BR-005
Christmas,3.8,Variation1,1471.002561,BR-005
Valentine,4.2,Control,1453.048276,BR-005
BlackFriday,2.6,Variation1,1312.86792,BR-005
Valentine,4.7,Control,1758.100933,BR-005
BlackFriday,5,Variation1,1258.772177,BR-005
Christmas,2.6,Control,1920.881829,BR-005
Christmas,4.9,Control,338.4369351,BR-005
Normal,1,Control,1662.432929,BR-005
BlackFriday,4.9,Control,1070.54814,BR-005
Normal,1,Control,1216.837865,BR-005
BlackFriday,1.1,Control,884.8842506,BR-005
Valentine,4.5,Variation1,1431.241386,BR-005
BlackFriday,2.9,Control,1813.383476,BR-005
Valentine,2.2,Control,2442.408761,BR-005
Normal,1,Variation1,1350.007595,BR-005
BlackFriday,1.7,Control,1676.356366,BR-005
Valentine,2.7,Control,1244.80231,BR-005
BlackFriday,4.6,Control,18.76740698,BR-005
Normal,1,Control,605.9366207,BR-005
Normal,1,Control,1125.011846,BR-005
Valentine,5,Variation2,-2278.952603,BR-005
Christmas,1.9,Control,511.7554353,BR-005
Christmas,3.6,Variation2,968.6892525,BR-005
Valentine,2.4,Control,1989.319591,BR-005
Valentine,2.9,Control,941.2473952,BR-005
Christmas,3.5,Control,1358.354908,BR-005
Valentine,1.7,Variation1,1762.858324,BR-005
Christmas,3.2,Control,631.8206346,BR-005
BlackFriday,1.5,Control,1368.333692,BR-005
Valentine,2.5,Control,1717.133503,BR-005
Christmas,2,Control,1262.479134,BR-005
Christmas,4.8,Control,361.1127275,BR-005
BlackFriday,1.7,Control,683.2806275,BR-005
BlackFriday,4.9,Control,2404.668859,BR-005
Normal,1,Control,1705.201958,BR-005
Valentine,3.9,Variation1,1259.771308,BR-005
Normal,1,Control,1857.652998,BR-005
Valentine,3.5,Control,1766.165689,BR-005
Valentine,1.6,Variation2,998.3389445,BR-005
Valentine,3.1,Variation2,1852.566188,BR-005
BlackFriday,2.7,Control,1231.182173,BR-005
Normal,1,Variation1,539.5431237,BR-005
Normal,1,Control,6.832046607,BR-005
Christmas,1.4,Variation2,1263.396564,BR-005
Valentine,4.9,Control,1532.647281,BR-005
BlackFriday,1.1,Variation2,679.7174427,BR-005
Christmas,4.1,Control,1539.030193,BR-005
Valentine,4.4,Variation1,3192.086348,BR-005
Christmas,5,Variation1,819.8172826,BR-005
BlackFriday,3.2,Control,662.2563844,BR-005
Valentine,2,Control,851.6553517,BR-005
Christmas,4.4,Variation2,2288.812997,BR-005
Valentine,2.8,Control,232.5892225,BR-005
Normal,1,Control,771.9899484,BR-005
BlackFriday,2.3,Variation1,906.7501593,BR-005
Valentine,1.5,Variation1,1290.624996,BR-005
BlackFriday,1.2,Control,1717.081023,BR-005
BlackFriday,4.3,Control,2146.942864,BR-005
Normal,1,Control,1479.101916,BR-005
Normal,1,Control,1593.284952,BR-005
Christmas,2.6,Variation2,767.8619994,BR-005
Normal,1,Control,1150.474341,BR-005
Normal,1,Control,1003.996375,BR-005
Normal,1,Variation2,1748.533302,BR-005
Valentine,4.9,Variation2,1639.143301,BR-005
Valentine,3.3,Variation1,879.5959919,BR-005
Valentine,1.5,Variation1,1706.72956,BR-005
BlackFriday,3.8,Variation2,640.346729,BR-005
BlackFriday,2,Variation2,1660.513372,BR-005
BlackFriday,2.8,Variation2,1312.964015,BR-005
Valentine,4.2,Variation2,-2587.446537,BR-005
Valentine,2.8,Variation2,1372.61441,BR-005
BlackFriday,4.9,Variation1,1458.478976,BR-005
BlackFriday,3.4,Variation1,1221.386575,BR-005
BlackFriday,4.7,Variation2,267.8199776,BR-005
Normal,1,Control,776.0704074,BR-005
BlackFriday,1.8,Variation1,264.99323,BR-005
Valentine,4.6,Variation1,1598.499424,BR-005
Normal,1,Control,1065.777721,BR-005
Normal,1,Variation2,1813.705558,BR-005
Valentine,3.5,Control,1133.177283,BR-005
Christmas,1.2,Control,497.0041006,BR-005
BlackFriday,2.4,Variation2,1009.063695,BR-005
BlackFriday,3.7,Variation2,1138.350142,BR-005
Christmas,2.5,Control,1440.289827,BR-005
Christmas,3.6,Variation2,1443.429777,BR-005
Valentine,4.7,Control,2081.189332,BR-005
Valentine,3.8,Variation1,2089.607832,BR-005
BlackFriday,3.1,Control,1039.184556,BR-005
BlackFriday,4.8,Control,1377.077799,BR-005
Valentine,4.7,Control,3032.256722,BR-005
Normal,1,Variation1,1711.610834,BR-005
Valentine,3.8,Control,1444.27093,BR-005
Normal,1,Variation2,1388.028735,BR-005
Christmas,3.1,Variation2,1372.00947,BR-005
Valentine,3.3,Control,1852.11864,BR-005
Valentine,3.2,Control,1161.656804,BR-005
BlackFriday,4.6,Variation2,845.4261187,BR-005
Valentine,1.4,Control,783.3757707,BR-005
Christmas,4.6,Control,-2582.494279,BR-005
Valentine,3.2,Control,1370.872925,BR-005
Normal,1,Control,982.9768974,BR-005
Christmas,1.8,Control,1391.338905,BR-005
BlackFriday,3.2,Variation1,295.6181885,BR-005
BlackFriday,1.1,Variation1,1300.917061,BR-005
Valentine,2.7,Control,993.5422531,BR-005
Normal,1,Variation2,1894.845616,BR-005
BlackFriday,2.8,Control,1363.322599,BR-005
Normal,1,Control,938.4125174,BR-005
Normal,1,Control,1387.99149,BR-005
Christmas,1.1,Variation1,-1590.64113,BR-005
Normal,1,Control,949.6871844,BR-005
Christmas,1.6,Control,1729.087438,BR-005
Christmas,4.6,Control,1975.934525,BR-005
BlackFriday,4.4,Variation2,2212.911656,BR-005
Christmas,2.7,Control,488.7486045,BR-005
BlackFriday,2.5,Control,933.2097669,BR-005
Christmas,2.9,Control,-2834.963393,BR-005
Christmas,4.8,Variation1,167.578223,BR-005
Normal,1,Variation2,986.6591035,BR-005
Christmas,1.1,Variation2,762.3777561,BR-005
Christmas,2.4,Variation2,967.4569214,BR-005
Valentine,1.7,Variation1,729.0909635,BR-005
Christmas,2.4,Variation2,1163.786083,BR-005
Valentine,2.1,Variation2,889.1291845,BR-005
Christmas,3.4,Variation2,908.1899769,BR-005
Valentine,3.8,Variation2,600.572816,BR-005
Normal,1,Variation2,1150.757758,BR-005
Normal,1,Control,1079.664479,BR-005
Normal,1,Control,645.9856127,BR-005
Normal,1,Control,1211.16863,BR-005
Valentine,2,Control,415.2569337,BR-005
Normal,1,Control,85.2148585,BR-005
Normal,1,Variation1,1116.439425,BR-005
BlackFriday,2.9,Control,767.4842598,BR-005
Valentine,3,Control,688.7350196,BR-005
BlackFriday,4.1,Control,1135.595257,BR-005
Valentine,2.3,Variation2,1071.039714,BR-005
BlackFriday,1.1,Variation2,1441.71766,BR-005
Valentine,2.9,Variation1,1198.23937,BR-005
BlackFriday,3,Control,-1590.441813,BR-005
BlackFriday,4.1,Control,1366.097835,BR-005
Christmas,4.3,Control,1142.402596,BR-005
Valentine,1.7,Control,1117.25988,BR-005
Christmas,2.2,Control,878.2288901,BR-005
BlackFriday,4,Control,1172.65167,BR-005
Christmas,3.8,Control,544.7456854,BR-005
Valentine,1.4,Variation1,1559.531865,BR-005
Valentine,3.6,Control,1635.592181,BR-005
Christmas,3,Control,1249.655036,BR-005
BlackFriday,1.9,Control,1427.719817,BR-005
BlackFriday,2.9,Control,1285.311019,BR-005
Christmas,4.3,Control,1076.714709,BR-005
BlackFriday,1.5,Control,-778.0902337,BR-005
Valentine,2.5,Control,175.7033042,BR-005
Normal,1,Control,1397.585462,BR-005
Normal,1,Variation2,391.6351625,BR-005
BlackFriday,3.9,Control,1829.776286,BR-005
Normal,1,Variation2,1278.260127,BR-005
Normal,1,Variation1,-946.5163601,BR-005
Normal,1,Control,1372.343455,BR-005
Christmas,3.8,Control,2082.501608,BR-005
Normal,1,Variation1,1431.172813,BR-005
BlackFriday,2.3,Variation2,1304.224856,BR-005
BlackFriday,3.8,Variation1,11.13444747,BR-005
BlackFriday,4.2,Control,2871.242594,BR-005
BlackFriday,1.4,Control,1120.360187,BR-005
Christmas,2.7,Control,269.2553468,BR-005
Valentine,4.2,Control,1964.302807,BR-005
Christmas,3.1,Variation1,1159.600793,BR-005
Valentine,2.5,Control,1397.986433,BR-005
Christmas,4.3,Control,1845.830216,BR-005
Valentine,1.7,Control,611.6834207,BR-005
Normal,1,Control,706.2919708,BR-005
BlackFriday,3.9,Variation2,1195.938469,BR-005
BlackFriday,2.7,Control,433.2135535,BR-005
Valentine,1.7,Control,1075.339919,BR-005
Normal,1,Control,1358.586054,BR-005
Valentine,2.6,Control,1183.323656,BR-005
Normal,1,Control,1206.550497,BR-005
Valentine,4.7,Control,1415.002319,BR-005
BlackFriday,4.8,Control,821.5807466,BR-005
Valentine,1.7,Variation1,2482.731019,BR-005
BlackFriday,1,Variation1,680.6028961,BR-005
BlackFriday,1.8,Variation1,1453.573857,BR-005
Normal,1,Control,1191.427158,BR-005
Valentine,1.6,Variation1,-1732.176374,BR-005
Normal,1,Control,1196.034709,BR-005
BlackFriday,3.6,Control,2756.222305,BR-005
Normal,1,Control,106.00475,BR-005
Normal,1,Control,1082.127168,BR-005
Valentine,3.1,Control,1676.329825,BR-005
Normal,1,Variation1,1156.933395,BR-005
BlackFriday,4.9,Variation2,2441.244575,BR-005
BlackFriday,3.7,Variation2,2120.816382,BR-005
Christmas,3.9,Control,1491.579184,BR-005
Christmas,2.7,Control,1842.863726,BR-005
Valentine,1.5,Control,1113.96502,BR-005
Valentine,2.4,Control,2119.678253,BR-005
Normal,1,Variation1,1279.03939,BR-005
Normal,1,Variation2,1446.991707,BR-005
BlackFriday,2.2,Control,2078.561054,BR-005
Valentine,4.8,Variation2,626.1031126,BR-005
Normal,1,Variation2,-1290.069341,BR-005
Normal,1,Control,1162.20017,BR-005
Christmas,3,Control,504.8398306,BR-005
Normal,1,Control,1019.70066,BR-005
Normal,1,Variation2,222.912996,BR-005
BlackFriday,3.1,Control,1289.968256,BR-005
BlackFriday,2.4,Control,1988.743328,BR-005
Valentine,3.6,Control,-761.0286547,BR-005
Normal,1,Variation2,389.3172817,BR-005
Valentine,4.5,Control,3056.041207,BR-005
Normal,1,Control,746.8550237,BR-005
Normal,1,Variation2,1845.49395,BR-005
Christmas,3.2,Variation2,947.1921037,BR-005
Christmas,4.3,Control,964.0425984,BR-005
BlackFriday,3.9,Control,2401.910326,BR-005
Normal,1,Variation1,97.77325477,BR-005
Normal,1,Control,1221.987155,BR-005
Normal,1,Control,328.3532769,BR-005
Normal,1,Variation2,1229.559228,BR-005
Valentine,2.9,Control,1028.479585,BR-005
Christmas,3.5,Variation2,1613.338879,BR-005
BlackFriday,1.6,Variation2,2167.459471,BR-005
BlackFriday,4.7,Control,2640.282495,BR-005
Valentine,4.6,Variation1,755.7289512,BR-005
Valentine,4.3,Control,-933.8923943,BR-005
BlackFriday,1.5,Variation2,999.7529164,BR-005
Normal,1,Control,1318.612323,BR-005
Christmas,4.4,Control,1255.881717,BR-005
Christmas,1.2,Control,1973.144713,BR-005
BlackFriday,2.3,Variation2,2434.14869,BR-005
Valentine,3.5,Variation1,1045.381892,BR-005
BlackFriday,2.1,Variation1,1876.597816,BR-005
Valentine,2.7,Control,697.3375903,BR-005
Valentine,4.1,Variation2,1215.100851,BR-005
Christmas,1.3,Variation1,810.9163409,BR-005
Christmas,3.4,Control,1993.420335,BR-005
BlackFriday,4.6,Control,404.52329,BR-005
BlackFriday,1,Control,1021.03469,BR-005
Christmas,4,Control,2154.999762,BR-005
Valentine,1.1,Control,1287.93623,BR-005
BlackFriday,3,Control,1229.085714,BR-005
Normal,1,Variation2,1505.655804,BR-005
Normal,1,Control,2072.905834,BR-005
Christmas,2.5,Control,1755.057727,BR-005
Valentine,3.8,Variation2,39.17686682,BR-005
Normal,1,Control,1518.155031,BR-005
Normal,1,Control,2116.105867,BR-005
Christmas,4.4,Control,1747.614431,BR-005
Valentine,2.8,Control,619.9749736,BR-005
Christmas,4.9,Variation2,1330.628872,BR-005
BlackFriday,2,Variation1,982.4205449,BR-005
BlackFriday,2,Control,1496.740464,BR-005
Normal,1,Control,-629.4288026,BR-005
Valentine,3.7,Variation1,1321.656056,BR-005
Valentine,1.9,Control,1378.923266,BR-005
BlackFriday,4.2,Control,2133.777838,BR-005
Valentine,1.6,Control,1801.558334,BR-005
Normal,1,Control,1219.367633,BR-005
Normal,1,Variation1,1255.35983,BR-005
BlackFriday,1.5,Variation2,376.4506881,BR-005
Valentine,2.1,Variation2,1189.693792,BR-005
Christmas,4.3,Control,2214.046098,BR-005
Valentine,3.2,Variation2,710.4038508,BR-005
Normal,1,Variation2,1811.695178,BR-005
Valentine,1.3,Control,1312.647192,BR-005
Valentine,3.1,Control,1132.078106,BR-005
Valentine,1.7,Control,1175.955943,BR-005
BlackFriday,1.6,Variation2,-1986.830209,BR-005
Valentine,4,Control,1546.89424,BR-005
Valentine,4.8,Control,1407.871012,BR-005
Valentine,1.2,Variation1,555.5521893,BR-005
Christmas,2.3,Control,1117.46935,BR-005
Normal,1,Control,1471.007967,BR-005
Christmas,4.5,Variation1,1016.121986,BR-005
Christmas,2.5,Control,921.8786068,BR-005
Christmas,2.2,Control,1423.678857,BR-005
Christmas,4.7,Control,1227.39872,BR-005
Valentine,1.7,Variation2,618.2251838,BR-006
Christmas,2,Control,1373.711546,BR-006
Normal,1,Variation2,661.5191693,BR-006
BlackFriday,1.2,Variation2,1552.281584,BR-006
Christmas,4,Variation2,102.0014424,BR-006
BlackFriday,1.3,Variation1,1064.916442,BR-006
BlackFriday,1.2,Control,1213.058002,BR-006
Valentine,3.7,Control,694.0043996,BR-006
Valentine,3.3,Control,2118.633388,BR-006
Valentine,1.5,Variation2,474.0328436,BR-006
BlackFriday,3.8,Control,1488.513039,BR-006
BlackFriday,2.5,Variation2,463.5581008,BR-006
Normal,1,Control,717.4850956,BR-006
BlackFriday,3.1,Control,470.1312434,BR-006
Normal,1,Control,647.5263941,BR-006
Valentine,3.2,Control,1874.857689,BR-006
BlackFriday,3,Control,-361.6984994,BR-006
Normal,1,Control,-1217.225808,BR-006
Valentine,2.9,Variation2,1931.097528,BR-006
Valentine,3.4,Variation2,157.653835,BR-006
Normal,1,Control,1008.490417,BR-006
Valentine,4.2,Control,687.8751415,BR-006
Normal,1,Control,1391.882541,BR-006
Christmas,1.5,Variation2,685.4347456,BR-006
Normal,1,Variation1,233.0180322,BR-006
BlackFriday,4.7,Control,1201.533831,BR-006
BlackFriday,2.8,Control,1088.062964,BR-006
BlackFriday,1.8,Control,1373.180785,BR-006
Normal,1,Control,1031.324633,BR-006
BlackFriday,1.5,Control,892.5026624,BR-006
Valentine,4.8,Control,731.8303048,BR-006
Normal,1,Control,780.2734026,BR-006
BlackFriday,2.5,Control,1012.233125,BR-006
Christmas,4.9,Control,999.7508718,BR-006
Normal,1,Control,727.3316019,BR-006
Valentine,2.2,Variation1,1201.349116,BR-006
Christmas,1.7,Control,652.8009246,BR-006
Valentine,4.8,Control,1313.325006,BR-006
Christmas,4.5,Variation1,974.7339995,BR-006
BlackFriday,4.3,Variation2,1775.277108,BR-006
Christmas,1.3,Control,1392.279821,BR-006
Christmas,4.5,Control,2041.13672,BR-006
Valentine,1.2,Control,1138.668261,BR-006
BlackFriday,4.8,Control,1382.891025,BR-006
Normal,1,Control,1205.000213,BR-006
BlackFriday,2.6,Control,992.7167962,BR-006
Normal,1,Variation2,2221.301768,BR-006
Christmas,3.4,Variation2,1633.165171,BR-006
Valentine,3.4,Control,1578.086161,BR-006
Christmas,3.9,Control,1631.412753,BR-006
Normal,1,Control,1346.684951,BR-006
Christmas,2.6,Variation1,-1488.544874,BR-006
BlackFriday,1.9,Variation1,1039.48012,BR-006
Normal,1,Control,1241.838784,BR-006
Christmas,3.6,Control,2120.517903,BR-006
Normal,1,Control,1469.765456,BR-006
Valentine,5,Variation2,2218.282727,BR-006
Christmas,1.9,Control,1566.843203,BR-006
Normal,1,Control,199.72969,BR-006
BlackFriday,1.5,Variation1,1569.647308,BR-006
BlackFriday,1.3,Control,-2233.458617,BR-006
Christmas,1.7,Control,1602.532683,BR-006
Valentine,3.1,Control,1570.117072,BR-006
Christmas,4.5,Variation1,-418.5794287,BR-006
Valentine,1.1,Control,1112.536792,BR-006
BlackFriday,2,Variation1,1529.237758,BR-006
BlackFriday,4.5,Variation1,8.110952118,BR-006
Valentine,2.9,Control,1419.592398,BR-006
Christmas,4.1,Control,3464.529165,BR-006
Normal,1,Variation2,731.6066508,BR-006
Valentine,4.7,Control,2122.62198,BR-006
Christmas,1.3,Variation1,955.7063855,BR-006
Valentine,2.3,Variation1,-1283.294755,BR-006
Valentine,1.9,Control,922.4804995,BR-006
Christmas,3.3,Control,583.129068,BR-006
Normal,1,Control,-1220.458879,BR-006
BlackFriday,1,Control,1575.77536,BR-006
Normal,1,Control,971.8205643,BR-006
BlackFriday,4.1,Variation1,1673.431234,BR-006
BlackFriday,3.7,Control,2040.757852,BR-006
Christmas,3.9,Control,2115.361633,BR-006
Normal,1,Control,1143.996847,BR-006
Normal,1,Variation1,1103.492165,BR-006
BlackFriday,4.3,Control,-2556.149527,BR-006
BlackFriday,4.4,Variation2,2383.395607,BR-006
Christmas,1.4,Control,677.1190107,BR-006
Valentine,4.3,Variation1,867.0042508,BR-006
Valentine,3.4,Control,-1306.744124,BR-006
Normal,1,Control,842.2578175,BR-006
Christmas,4.6,Variation2,2047.292376,BR-006
Christmas,3.4,Variation2,1705.171597,BR-006
Christmas,3.1,Control,778.1927773,BR-006
Christmas,2.6,Variation1,802.0409143,BR-006
BlackFriday,1.1,Variation2,1351.832179,BR-006
BlackFriday,2.2,Control,1641.473677,BR-006
Valentine,1.3,Control,549.9857802,BR-006
BlackFriday,3.1,Variation2,904.2045842,BR-006
BlackFriday,4.9,Variation2,1563.502927,BR-006
Valentine,2.7,Control,2171.76776,BR-006
Valentine,4.8,Control,1246.811022,BR-006
Valentine,1.2,Variation1,1040.837777,BR-006
Valentine,4.5,Variation2,2104.720215,BR-006
BlackFriday,1.7,Variation2,1554.498425,BR-006
Normal,1,Variation1,1277.415645,BR-006
Christmas,3,Control,671.9426149,BR-006
Normal,1,Variation2,1521.797075,BR-006
Normal,1,Variation1,552.4990379,BR-006
Christmas,2.9,Variation1,-1495.08429,BR-006
Christmas,3.1,Control,1713.059544,BR-006
Normal,1,Variation2,1287.405151,BR-006
Valentine,4.7,Control,2706.300686,BR-006
BlackFriday,3.2,Control,856.5809557,BR-006
Valentine,2.4,Variation2,1323.271886,BR-006
Christmas,4.8,Control,291.8958386,BR-006
Valentine,2.7,Control,613.5468585,BR-006
BlackFriday,3.6,Control,908.5078037,BR-006
Valentine,2.8,Control,1239.116649,BR-006
Normal,1,Control,2038.327067,BR-006
BlackFriday,2.4,Control,1856.896636,BR-006
Valentine,3.2,Control,720.4932319,BR-006
Valentine,2.6,Variation1,1300.837355,BR-006
Christmas,4.2,Control,3468.163838,BR-006
Normal,1,Control,1434.535261,BR-006
Christmas,1.2,Control,770.1844623,BR-006
Christmas,2.6,Variation1,1587.949826,BR-006
Valentine,3.7,Control,1187.003085,BR-006
Valentine,2.3,Variation1,1661.806325,BR-006
BlackFriday,3.8,Control,1049.915052,BR-006
Normal,1,Control,258.9632372,BR-006
Normal,1,Variation1,1668.400875,BR-006
Valentine,4.8,Control,1023.396618,BR-006
BlackFriday,3.7,Control,744.7670513,BR-006
BlackFriday,4.6,Variation1,2907.849751,BR-006
BlackFriday,4.3,Control,1936.790812,BR-006
Valentine,4.3,Control,1859.51522,BR-006
Christmas,2.6,Control,984.6324727,BR-006
BlackFriday,2.1,Control,1083.95439,BR-006
Christmas,2.5,Variation1,510.149939,BR-006
BlackFriday,2,Control,978.5972793,BR-006
Valentine,3,Control,1653.974493,BR-006
BlackFriday,2.4,Control,1082.692587,BR-006
Normal,1,Control,-694.3514245,BR-006
BlackFriday,1.5,Control,1116.296163,BR-006
Christmas,4.7,Variation1,-2133.668476,BR-006
Christmas,3.4,Control,2803.647435,BR-006
BlackFriday,1.6,Control,919.1283587,BR-006
Christmas,2.2,Control,1263.915891,BR-006
Normal,1,Control,1200.813977,BR-006
BlackFriday,3.1,Control,1575.418123,BR-006
Valentine,3.6,Variation2,163.389911,BR-006
Normal,1,Variation1,607.8383309,BR-006
Christmas,3.5,Control,1502.111799,BR-006
BlackFriday,3.9,Control,1407.551499,BR-006
Christmas,2,Variation2,2057.942064,BR-006
Valentine,2.5,Variation1,774.2819326,BR-006
Normal,1,Variation2,1233.798109,BR-006
Christmas,3.2,Control,778.0873764,BR-006
BlackFriday,1.1,Control,275.800394,BR-006
BlackFriday,4.1,Variation2,1286.379848,BR-006
Normal,1,Control,744.8374275,BR-006
BlackFriday,3.2,Control,2447.960632,BR-006
Valentine,2.6,Control,2382.533489,BR-006
Normal,1,Control,1760.289925,BR-006
Valentine,3.4,Variation1,1802.634658,BR-006
Christmas,2.5,Variation2,1447.943664,BR-006
Valentine,2.9,Variation1,359.3615734,BR-006
BlackFriday,1.5,Variation2,1553.030075,BR-006
Normal,1,Control,2288.983038,BR-006
BlackFriday,2.8,Control,979.8037753,BR-006
Christmas,1.9,Control,26.32209277,BR-006
Normal,1,Control,626.2647915,BR-006
BlackFriday,2.4,Control,284.8510381,BR-006
BlackFriday,3.9,Variation2,897.7876729,BR-006
Valentine,3.6,Variation2,1892.510554,BR-006
Valentine,4.4,Control,2851.135988,BR-006
Valentine,1.5,Control,576.0257339,BR-006
Normal,1,Variation1,200.8742715,BR-006
BlackFriday,1.1,Control,1292.459496,BR-006
Normal,1,Control,799.1551735,BR-006
Christmas,1.8,Control,1569.693833,BR-006
Normal,1,Variation2,241.7853418,BR-006
Normal,1,Variation1,1192.585176,BR-006
Normal,1,Control,1017.197665,BR-006
Normal,1,Variation2,-976.233834,BR-006
Christmas,3.6,Variation2,2094.170217,BR-006
Normal,1,Variation1,1278.52923,BR-006
Normal,1,Control,483.0457473,BR-006
Normal,1,Control,1445.228331,BR-006
BlackFriday,1.2,Variation1,1376.471066,BR-006
Valentine,4.3,Control,867.5754048,BR-006
Christmas,4.8,Control,415.699533,BR-006
Normal,1,Control,713.8020523,BR-006
Christmas,4.6,Variation1,2937.744563,BR-006
BlackFriday,2.9,Control,-1084.93386,BR-006
BlackFriday,1.4,Variation1,476.4077718,BR-006
Valentine,3.8,Variation2,2141.365803,BR-006
BlackFriday,2.6,Control,492.4045464,BR-006
BlackFriday,3.4,Control,460.0865083,BR-006
BlackFriday,1.9,Variation2,1893.50563,BR-006
BlackFriday,2.4,Control,1310.808967,BR-006
Normal,1,Variation2,805.0392039,BR-006
BlackFriday,1.4,Variation2,765.5094122,BR-006
BlackFriday,1.1,Variation1,1818.196839,BR-006
Christmas,2.3,Variation1,1081.321805,BR-006
Christmas,3.4,Variation2,593.7971708,BR-006
Christmas,1.9,Variation1,1773.001801,BR-006
Normal,1,Control,994.9808673,BR-006
BlackFriday,3.5,Variation2,1805.908034,BR-006
BlackFriday,1,Control,826.2044866,BR-006
BlackFriday,2.5,Control,1925.609206,BR-006
Normal,1,Control,1709.614814,BR-006
Christmas,1.4,Control,447.9477108,BR-006
Christmas,5,Control,2022.691059,BR-006
Valentine,3.4,Control,915.4022261,BR-006
Normal,1,Control,925.8697195,BR-006
BlackFriday,4.7,Control,1491.342393,BR-006
BlackFriday,4.1,Control,205.5567965,BR-006
Christmas,2.6,Variation2,1168.445705,BR-006
BlackFriday,1.2,Control,1511.231743,BR-006
Christmas,1,Control,-1921.806125,BR-006
BlackFriday,1.7,Control,1231.340355,BR-006
Christmas,3.8,Control,1795.374357,BR-006
Valentine,2.1,Control,748.8396747,BR-006
BlackFriday,4.9,Control,1767.624429,BR-006
Christmas,1.4,Control,1232.394283,BR-006
Valentine,1.8,Control,756.9257497,BR-006
BlackFriday,3.3,Variation2,320.417648,BR-006
Valentine,4.8,Variation1,1167.882585,BR-006
Christmas,1.4,Control,2085.001742,BR-006
BlackFriday,4.1,Control,1178.061735,BR-006
Christmas,4.2,Variation2,1245.648149,BR-006
BlackFriday,3.8,Variation2,390.5827416,BR-006
BlackFriday,1.5,Variation1,43.33054892,BR-006
Normal,1,Control,826.0747149,BR-006
Valentine,3.8,Control,777.853889,BR-006
Christmas,1.2,Control,130.6099181,BR-006
BlackFriday,4.5,Variation1,882.0659008,BR-006
Christmas,3.2,Control,1532.408785,BR-006
Valentine,3.6,Variation1,44.14508663,BR-006
BlackFriday,3.3,Control,1342.433999,BR-006
BlackFriday,3.1,Control,1006.857598,BR-006
BlackFriday,3.3,Control,1752.172206,BR-006
Christmas,4.6,Variation2,850.8536856,BR-006
Valentine,3.4,Variation2,2426.531505,BR-006
Christmas,3.4,Variation2,1207.931438,BR-006
Christmas,4.7,Variation2,1217.420539,BR-006
Normal,1,Control,555.941809,BR-006
Valentine,2.1,Control,1917.323748,BR-006
Christmas,2,Control,788.6313885,BR-006
Valentine,3.2,Control,1393.569421,BR-006
Christmas,2.2,Variation2,1488.895751,BR-006
Christmas,2.3,Variation1,1328.037069,BR-006
Valentine,1.6,Control,1598.618499,BR-006
Normal,1,Variation2,679.585482,BR-006
Valentine,2.7,Control,1652.48082,BR-006
Valentine,4.9,Control,1018.915038,BR-006
Valentine,1.4,Control,233.1806702,BR-006
Normal,1,Variation2,958.5731613,BR-006
Christmas,4.9,Control,995.2088968,BR-006
BlackFriday,3.5,Control,1903.086527,BR-006
BlackFriday,4,Variation1,1016.06936,BR-006
Christmas,2.6,Variation1,1096.628878,BR-006
Normal,1,Control,1312.979334,BR-006
BlackFriday,2.5,Variation1,1904.747391,BR-006
Normal,1,Control,1637.235405,BR-006
BlackFriday,3.5,Control,371.6276757,BR-006
Christmas,4,Control,2060.347897,BR-006
Normal,1,Control,1763.436581,BR-006
Christmas,3.6,Control,1406.067344,BR-006
BlackFriday,3.1,Control,-1842.098499,BR-006
Normal,1,Variation1,932.3415856,BR-006
Normal,1,Variation2,1283.84944,BR-006
Normal,1,Control,1252.6384,BR-006
Christmas,4.7,Variation1,398.683944,BR-006
Christmas,2.9,Variation1,2598.604957,BR-006
BlackFriday,2.9,Control,2725.020254,BR-006
Valentine,4.4,Control,1868.420026,BR-006
BlackFriday,3.1,Control,-866.5876654,BR-006
Normal,1,Variation1,1101.560076,BR-006
Valentine,3.5,Control,1614.771884,BR-006
Normal,1,Variation2,2137.358467,BR-006
